timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1619531515835,327,HTTP Request,200,OK,Thread Group 1-285,text,true,,14389,117,34,34,http://www.google.com/,226,0,78
1619531515844,321,HTTP Request,200,OK,Thread Group 1-288,text,true,,14362,117,32,32,http://www.google.com/,240,0,68
1619531515828,340,HTTP Request,200,OK,Thread Group 1-284,text,true,,14376,117,31,31,http://www.google.com/,260,0,92
1619531515847,321,HTTP Request,200,OK,Thread Group 1-289,text,true,,14338,117,31,31,http://www.google.com/,240,0,64
1619531515835,334,HTTP Request,200,OK,Thread Group 1-286,text,true,,14318,117,31,31,http://www.google.com/,255,0,76
1619531515872,337,HTTP Request,200,OK,Thread Group 1-292,text,true,,14392,117,28,28,http://www.google.com/,276,0,91
1619531515918,291,HTTP Request,200,OK,Thread Group 1-295,text,true,,14379,117,28,28,http://www.google.com/,235,0,67
1619531515912,299,HTTP Request,200,OK,Thread Group 1-296,text,true,,14366,117,26,26,http://www.google.com/,243,0,54
1619531515910,302,HTTP Request,200,OK,Thread Group 1-293,text,true,,14367,117,25,25,http://www.google.com/,248,0,57
1619531515912,300,HTTP Request,200,OK,Thread Group 1-297,text,true,,14278,117,25,25,http://www.google.com/,245,0,68
1619531515915,297,HTTP Request,200,OK,Thread Group 1-298,text,true,,14373,117,25,25,http://www.google.com/,245,0,65
1619531515000,1322,HTTP Request,200,OK,Thread Group 1-113,text,true,,14364,117,22,22,http://www.google.com/,1258,0,1079
1619531515921,401,HTTP Request,200,OK,Thread Group 1-294,text,true,,14409,117,22,22,http://www.google.com/,331,0,158
1619531515921,416,HTTP Request,200,OK,Thread Group 1-300,text,true,,14352,117,20,20,http://www.google.com/,337,0,173
1619531515003,1334,HTTP Request,200,OK,Thread Group 1-119,text,true,,14426,117,20,20,http://www.google.com/,1266,0,1092
1619531515924,413,HTTP Request,200,OK,Thread Group 1-299,text,true,,14383,117,20,20,http://www.google.com/,345,0,170
1619531515006,1331,HTTP Request,200,OK,Thread Group 1-120,text,true,,14391,117,20,20,http://www.google.com/,1263,0,1090
1619531515017,1364,HTTP Request,200,OK,Thread Group 1-123,text,true,,14361,117,16,16,http://www.google.com/,1294,0,1145
1619531515120,1266,HTTP Request,200,OK,Thread Group 1-142,text,true,,14336,117,15,15,http://www.google.com/,1193,0,1064
1619531515056,1330,HTTP Request,200,OK,Thread Group 1-132,text,true,,14347,117,15,15,http://www.google.com/,1261,0,1107
1619531515107,1279,HTTP Request,200,OK,Thread Group 1-139,text,true,,14406,117,15,15,http://www.google.com/,1224,0,1077
1619531515097,1290,HTTP Request,200,OK,Thread Group 1-140,text,true,,14359,117,12,12,http://www.google.com/,1235,0,1072
1619531515147,1259,HTTP Request,200,OK,Thread Group 1-153,text,true,,14400,117,11,11,http://www.google.com/,1213,0,1075
1619531515148,1269,HTTP Request,200,OK,Thread Group 1-152,text,true,,14338,117,10,10,http://www.google.com/,1219,0,1074
1619531515373,1245,HTTP Request,200,OK,Thread Group 1-199,text,true,,15208,117,9,9,http://www.google.com/,1197,0,1067
1619531515420,1239,HTTP Request,200,OK,Thread Group 1-208,text,true,,14385,117,8,8,http://www.google.com/,1192,0,1058
1619531515040,1623,HTTP Request,200,OK,Thread Group 1-128,text,true,,14411,117,7,7,http://www.google.com/,1259,0,1123
1619531515408,1264,HTTP Request,200,OK,Thread Group 1-205,text,true,,14385,117,6,6,http://www.google.com/,1211,0,1070
1619531515451,1245,HTTP Request,200,OK,Thread Group 1-212,text,true,,14359,117,5,5,http://www.google.com/,1195,0,1057
1619531515439,1259,HTTP Request,200,OK,Thread Group 1-210,text,true,,14360,117,4,4,http://www.google.com/,1198,0,1068
1619531515458,1259,HTTP Request,200,OK,Thread Group 1-213,text,true,,14396,117,3,3,http://www.google.com/,1211,0,1080
1619531515723,1249,HTTP Request,200,OK,Thread Group 1-266,text,true,,14365,117,2,2,http://www.google.com/,1200,0,1071
1619531515729,1252,HTTP Request,200,OK,Thread Group 1-267,text,true,,14407,117,1,1,http://www.google.com/,1204,0,1065
